date,ASIANPAINT.NS,AXISBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NTPC.NS,ONGC.NS,RELIANCE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
2020-02-26,0,0,0,0,-75,0,0,0,0,0,0,97,-52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,100,-100,0,0,0,0,0,0,0,100
2020-02-27,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,0,0,0,0,3,-62,-79,0,0,0,0,0,-67,-24,0,0,11,-100,0,1,0,-100,0,-5,0,0,0
2020-02-28,0,0,0,0,0,100,0,100,92,0,0,0,-100,0,0,0,-8,0,0,0,0,1,100,0,0,0,0,0,0,0,0,-11,0,0,0,2,0,0,0,0,0,100
2020-03-02,100,0,0,0,0,-100,0,3,-92,0,0,-20,0,0,0,0,33,0,0,0,-76,-11,-87,0,0,0,0,0,-6,0,0,0,100,0,-1,0,0,0,0,0,0,-54
2020-03-03,-3,0,0,0,0,0,0,-8,0,0,0,0,-25,0,0,0,-19,0,0,-3,-27,0,0,46,0,0,0,0,1,0,0,0,100,0,0,0,0,0,-56,0,0,100
2020-03-04,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-12,0,0,0,1,1,-92,-41,0,0,0,0,-100,0,0,0,-5,0,0,0,0,0,-15,34,0,0
2020-03-05,-2,20,0,0,0,-27,0,0,0,0,0,0,0,0,0,0,-16,0,0,100,-1,0,0,-5,0,0,0,0,0,0,0,3,-16,0,0,-2,0,0,0,-22,0,0
2020-03-06,-13,-15,0,0,0,0,0,0,0,0,0,-77,0,0,0,0,100,0,0,-100,100,-1,52,0,0,0,0,0,2,0,0,-3,-65,100,0,0,0,0,0,0,0,-78
2020-03-09,-18,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,19,0,0,0,1,0,-52,0,0,0,0,0,-39,0,0,0,100,0,0,0,0,0,0,0,0,100
2020-03-11,0,-5,3,0,0,10,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,100,0,0,-99,0,0,0,-4,0,0,0,0,0,0,-12,0,1
2020-03-12,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,100,0,-100,0,0,0,-32,0,0,0,19,0,0,0,0,0,0,0,-36,-4,0,0,0,1,0,0,100,-60
2020-03-13,-64,0,0,0,0,-10,0,0,0,61,0,0,-46,0,-48,0,-42,0,0,0,0,0,0,100,0,0,0,0,27,0,0,0,0,-32,0,0,0,0,0,0,0,0
2020-03-16,0,0,0,100,0,0,0,-34,44,-61,0,0,-6,0,-52,0,-55,0,0,0,-43,0,0,1,0,-49,0,3,0,0,0,0,-9,-64,0,0,0,0,0,0,-50,-44
2020-03-17,0,0,0,0,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,-51,0,-3,-27,0,0,0,-67,0,16,0,0,0,0,0,-50,100
2020-03-18,0,100,40,-100,0,0,0,-35,-36,0,0,0,0,0,0,0,0,0,0,0,100,0,0,-2,-19,0,0,0,0,0,0,0,0,0,17,0,1,-1,100,0,0,0
2020-03-19,0,0,-40,0,0,0,0,-82,-8,100,0,100,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,1,0,0,0,-100,0,5,0,0,17,-15,0,0,100
2020-03-20,100,100,0,0,0,100,0,-14,0,-37,0,-12,0,0,0,0,0,0,0,0,-6,0,0,-99,0,0,0,0,2,0,0,0,0,0,-38,0,18,0,-36,0,0,5
2020-03-23,0,0,35,0,0,-69,0,100,0,-65,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,16,0,0,0,-23,100,0,0,0,-17,-44,0,0,-52
2020-03-24,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,-46,0,0,0,-19,0,0,0,-92,0,0,0,0,0,2,0,0,0
2020-03-25,-100,-9,-47,0,0,0,0,-75,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,96,0,0,-29,0,0,0,-2,0,-7,0,0,100
2020-03-26,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,-1,0,0,0,0,100,1,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,0,-14,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-100,-2,0,0,0,0,0,0,0,-51,0,0,0,0,0,4,0,0,0,0,0,-38
2020-03-30,0,0,-14,0,0,100,0,0,0,-27,29,0,100,0,0,0,0,0,0,0,-34,0,100,0,0,100,0,0,0,0,0,0,1,-1,0,-4,-17,100,0,0,0,-100
2020-03-31,0,-52,0,0,0,0,0,0,0,0,-29,0,-54,0,90,0,0,0,0,0,-66,0,-13,0,0,-25,0,7,0,-45,0,0,100,-1,0,0,0,-35,0,0,0,-77
2020-04-01,0,-70,0,0,0,100,0,100,0,-69,0,0,0,0,-50,0,0,0,0,0,0,0,1,0,100,100,0,-7,0,0,0,0,-16,-80,1,23,76,80,0,0,0,0
2020-04-03,0,2,0,0,0,0,0,-100,0,-5,0,0,-46,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,100,0,-73,-18,-1,0,-76,0,1,64,0,-37
2020-04-07,0,-27,3,0,0,0,0,0,0,100,0,0,0,0,-40,0,0,0,0,0,2,84,0,0,-100,-5,0,0,100,0,100,0,1,0,0,0,0,-100,-1,-64,100,-100
2020-04-08,0,-30,0,0,0,100,0,-61,0,0,0,0,0,0,0,0,0,0,0,100,100,-11,-52,0,-54,-100,0,0,-6,0,0,0,0,0,8,-23,0,0,0,0,100,0
2020-04-09,100,0,-3,0,0,0,0,-10,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,-38,0,0,0,0,0,0,0,0,5,0,0,-100,-4
2020-04-13,0,0,0,0,0,-36,92,0,0,-20,0,2,0,0,0,0,0,0,0,-33,100,0,1,0,0,-26,-16,0,-56,0,100,0,-42,0,-8,1,0,0,0,0,-100,-51
2020-04-15,-80,0,0,0,0,-81,-70,-20,0,0,0,-2,0,0,0,0,0,0,100,1,5,100,100,0,0,-10,-17,100,100,100,96,0,0,0,0,-1,100,0,0,2,100,100
2020-04-16,100,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,0,0,-100,-68,-100,0,0,0,0,0,0,-100,-100,-56,-26,0,0,0,2,0,-33,42,100,0,0,0
2020-04-17,-40,0,0,0,0,13,0,0,0,0,0,100,100,0,0,0,0,0,0,0,-55,-19,-100,100,0,-100,21,0,3,-44,-100,0,0,100,-2,0,-67,0,0,-2,-60,-100
2020-04-20,-80,5,0,0,0,100,13,0,0,0,100,-100,-73,0,0,0,0,0,0,0,100,-54,1,-100,100,100,-21,100,96,100,-76,0,0,96,0,100,0,0,-100,0,100,-36
2020-04-21,0,-5,0,0,0,0,-13,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,-63,0,5,-51,-39,0,0,100,-83,0,0,0,0,0,0,0,-95
2020-04-22,0,0,0,0,0,0,0,0,0,0,100,0,-27,0,0,0,-46,0,2,0,-100,0,0,88,0,0,0,0,0,0,0,0,0,-100,2,-100,0,-92,0,0,0,-51
2020-04-23,0,0,0,0,0,-29,0,100,0,0,16,0,0,0,0,0,0,0,0,0,-53,0,-6,0,0,0,0,0,0,-61,-67,0,-28,-5,8,0,0,100,0,0,-21,0
2020-04-24,0,100,0,0,0,-54,0,-24,0,0,-42,1,0,0,0,0,0,0,-2,0,100,-4,-31,0,0,-3,0,0,2,0,0,0,0,-8,-10,0,29,0,0,0,0,-5
2020-04-27,0,-93,0,0,100,0,0,100,0,0,0,-1,0,100,0,0,0,34,0,0,0,-88,-1,-88,0,-13,0,0,0,0,-100,0,-21,0,0,0,-29,-100,100,0,0,-23
2020-04-28,0,100,0,0,0,100,87,-100,0,0,-100,0,100,-100,0,0,0,-34,0,0,100,-8,100,1,-32,-27,0,0,14,0,-27,0,0,0,100,0,0,0,-48,0,-83,-1
2020-04-29,0,-100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1,-39,-28,0,-100,2,0,1,0,0,0,-38,0,0,2,-13,0,0,0
2020-04-30,0,-7,24,0,-32,-36,0,0,0,0,-29,0,-12,1,0,0,0,0,0,0,-100,0,1,2,-29,0,0,-5,100,0,-1,0,0,0,1,0,0,0,-12,0,-22,0
2020-05-04,0,0,-49,0,100,0,-56,100,0,22,-5,0,0,-1,0,15,0,0,0,0,-1,0,-1,0,100,100,0,1,-21,0,80,0,100,100,-63,100,0,0,-27,0,0,0
2020-05-05,0,0,0,0,0,-98,0,100,0,-22,0,0,0,0,0,-15,43,0,0,0,0,0,0,0,0,-94,0,0,-15,0,1,0,0,-1,100,0,0,-2,0,0,0,0
2020-05-06,100,0,0,44,-64,-94,0,-6,0,0,-40,0,-88,0,0,0,-23,100,0,0,-74,0,0,0,0,-6,0,11,-100,0,0,0,-100,0,-80,-10,0,0,0,0,-14,0
2020-05-07,0,0,0,-44,100,-83,-12,63,0,0,0,0,0,0,0,0,-20,0,0,0,100,0,0,100,0,0,0,-12,-30,0,0,0,-51,0,-20,1,0,-1,0,0,0,1
2020-05-08,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-88,0,0,0,-100,0,0,0,0,-1,-81,0,0,0,0,-4,0,0,0,0,0,-1
2020-05-11,0,0,0,69,-100,-14,-5,0,0,0,0,0,0,0,0,-1,0,-100,1,0,-37,0,0,0,0,0,0,100,0,0,0,0,0,-99,1,-23,0,0,0,0,0,0
2020-05-12,-100,0,0,-69,-73,0,0,0,93,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0,-44,0,1,1,0,0,100
2020-05-13,0,0,0,0,0,100,-14,-100,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0,-43
2020-05-14,0,0,0,0,0,1,97,-92,-92,0,0,0,0,0,0,0,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,-1,0,0,-57
2020-05-15,0,0,0,0,0,2,0,-100,-1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,2,0,0,0,1,1,0,0
2020-05-18,0,5,0,0,0,0,-97,0,0,100,0,0,0,-100,0,100,0,0,-7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-4,0,0,0,-1,0,0,0
2020-05-19,25,-5,0,0,0,-58,0,1,0,0,0,0,0,0,0,-57,0,0,-28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
2020-05-20,-36,0,0,0,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,-3,0,0,100,0,0,0,0,0,0,0,41,0,0,0
2020-05-21,0,0,26,0,0,100,0,-42,0,-66,0,0,100,0,0,100,0,0,-45,0,-100,-76,-1,2,0,0,0,5,0,0,0,0,100,0,0,0,0,100,0,0,0,0
2020-05-22,100,0,-26,0,0,0,0,0,0,-34,0,0,0,0,0,0,0,0,-1,0,11,0,2,0,0,0,0,-5,100,0,-54,0,0,0,0,0,0,0,54,0,100,0
2020-05-26,-14,0,0,0,0,0,76,0,0,0,0,0,0,0,0,-13,0,4,0,0,1,-24,-2,-100,0,0,0,0,1,0,-27,0,-100,0,0,0,0,-10,-15,0,-58,0
2020-05-27,0,0,0,0,0,0,0,0,0,0,0,0,-100,100,0,-30,0,-4,100,0,100,0,0,0,7,1,0,2,-100,0,0,0,0,0,0,0,0,0,-80,0,-15,0
2020-05-28,-46,0,0,0,0,0,0,0,0,0,0,0,0,66,0,-32,0,0,0,0,-100,0,25,-100,0,-1,15,100,-1,0,0,0,100,0,0,0,0,0,0,0,-27,91
2020-05-29,0,0,0,0,0,-29,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,-4,-7,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,-55,0,0,0,0,0,-76,0,0,73,0,0,0,-12,0,100,0,0,-2,0,-12,-1,0,0,2,0,0,-46,100,0,0,0,1,0,0,0,0,100,0,0,0,0
2020-06-02,-37,0,0,0,0,0,0,0,57,-40,0,0,0,0,0,-43,0,0,0,0,0,0,-25,100,0,0,-6,-56,100,0,0,0,-5,0,3,3,0,0,0,0,0,-62
2020-06-03,0,0,0,0,0,-100,0,0,-50,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,-82,0,0,0,0,0,-3,-3,0,-47,0,81,0,0
2020-06-04,0,0,0,0,0,0,43,0,-7,0,0,0,0,-10,0,-100,0,0,-42,0,0,0,0,0,-2,0,-5,-1,0,0,0,0,0,0,8,0,0,-100,0,0,0,0
2020-06-05,0,2,0,0,0,-5,-43,0,0,0,0,0,0,-100,0,-25,0,0,0,0,100,0,0,0,0,0,-4,0,1,0,0,0,-27,0,0,0,0,-21,0,77,0,-29
2020-06-08,0,100,76,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,-70,0,0,0,100,-100,0,0,0,0,0,1,0,-1,0,0,-100,0,0
2020-06-09,0,100,-36,0,100,100,0,-3,0,0,43,0,100,0,0,2,0,0,0,0,-100,0,0,100,0,100,0,-100,1,0,0,0,-69,-1,-9,0,0,0,0,-58,0,100
2020-06-10,0,-42,3,0,-59,4,0,0,0,0,0,0,-85,-44,0,-2,0,0,0,0,-33,0,0,-17,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,100
2020-06-11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,-100,0,0,0,0,0,100,0,0,0,0,0,0,-6,0,0,0,0,0,-22,0,21,0,100
2020-06-12,0,-19,0,0,-41,-33,47,0,0,0,0,0,-15,0,0,-1,0,1,-15,0,100,0,0,1,-36,-100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-100
2020-06-15,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,100,0,-1,0,0,-97,0,0,-100,0,0,0,0,5,0,0,0,1,0,0,0,0,100,0,-12,0,-100
2020-06-16,0,0,12,0,0,0,0,0,0,0,-43,0,0,0,0,-100,0,0,0,0,100,0,1,0,0,0,0,0,2,0,100,0,-1,0,0,0,0,0,0,0,0,0
2020-06-17,0,0,-80,0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,-100,100,-1,0,0,54,0,0,-28,0,100,0,0,0,0,0,0,-42,0,-9,0,-44
2020-06-18,0,100,0,0,0,0,-38,0,0,0,0,0,-6,93,0,2,0,0,0,0,0,-100,0,-9,-20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56
2020-06-19,0,-99,0,1,0,0,-34,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,6,-7,-44,0,41,0,1,0,0,0,0,0,0,0,0,-58,0,0,0,0
2020-06-22,0,0,1,-1,0,0,-3,3,0,0,0,0,-94,0,0,-2,0,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2020-06-23,0,0,-1,0,0,0,-73,-3,0,0,43,0,100,0,0,0,0,75,94,100,100,0,94,0,0,100,-41,-1,1,0,0,0,100,1,0,0,0,83,0,0,82,0
2020-06-24,0,-77,0,0,0,-61,0,0,0,0,0,0,100,0,0,100,9,-29,0,0,100,0,-13,0,0,-9,0,0,19,0,100,0,0,0,0,0,0,-83,0,0,0,0
2020-06-25,0,0,50,0,0,-23,0,0,0,0,0,0,0,-49,0,-100,2,0,-94,-61,-70,0,-87,0,0,-100,0,0,0,0,0,0,-84,0,0,0,0,0,0,0,-81,0
2020-06-26,0,100,-50,0,0,100,0,100,0,0,0,0,0,0,0,1,0,-21,0,0,0,0,0,0,0,-100,0,0,0,0,0,7,0,0,0,0,0,100,0,0,-1,0
2020-06-29,0,0,0,0,0,0,0,0,0,0,-43,0,5,-12,0,0,-11,0,0,-39,-100,0,0,0,0,-45,0,0,100,0,-70,-7,0,0,0,0,0,0,0,87,1,0
2020-06-30,0,0,0,0,0,-53,0,-100,0,0,0,0,-22,-18,0,0,100,0,89,0,-100,100,0,0,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0,-87,100,0
2020-07-01,0,-63,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-25,-89,0,0,0,0,76,0,0,0,0,-37,0,6,0,-68,0,0,0,0,0,0,0,-100,0
2020-07-02,0,100,0,0,0,0,0,0,0,0,0,0,-100,0,0,-1,-100,0,0,53,0,-96,0,0,100,0,0,100,-61,0,0,0,-48,100,0,1,0,-11,100,0,-1,0
2020-07-03,0,-56,0,0,0,-41,33,0,0,0,0,0,-75,-2,0,0,0,0,0,-41,100,4,0,0,0,-7,0,1,0,0,-100,0,0,100,0,-75,0,0,-1,0,0,0
2020-07-06,100,0,0,0,0,-19,-24,0,16,0,0,2,-82,0,0,0,0,0,100,-12,-100,0,0,-52,-21,0,0,-1,2,0,-26,0,0,-1,0,-20,0,0,0,0,0,0
2020-07-07,-68,0,0,0,0,-33,-9,62,0,0,0,100,-24,0,0,0,100,0,-100,0,-100,-8,1,0,-13,0,0,100,-14,0,-22,0,0,0,0,1,0,0,-68,0,0,0
2020-07-08,-32,0,0,0,0,-15,0,-62,0,15,0,100,-2,0,0,0,-1,0,0,0,0,0,0,-19,0,-30,0,-56,26,0,11,0,100,-51,0,0,0,0,0,0,0,0
2020-07-09,0,-27,0,22,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-58,0,-99,0,0,0,0,-7,0,0,0,0,0,0
2020-07-10,0,-100,0,-22,0,100,0,0,41,0,0,-100,0,0,0,0,0,0,0,0,0,0,-1,-5,100,0,0,13,-15,0,0,0,0,-46,0,0,0,-63,0,0,0,100
2020-07-13,0,-19,0,0,0,-100,0,-1,-25,0,78,-95,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,-32,0,0,0,0,-100,0,0,0,0,0,0,0,-37
2020-07-14,0,0,0,0,0,-71,0,0,0,0,0,-7,-47,0,0,2,100,0,0,0,0,0,0,0,-97,100,0,-53,0,0,0,0,-100,0,0,0,0,-100,-31,0,49,-63
2020-07-15,0,0,0,0,0,0,0,0,-16,0,82,0,-50,0,0,0,-11,0,0,0,0,0,0,0,-69,0,0,0,-18,0,0,0,0,-2,0,0,0,0,1,0,0,0
2020-07-16,0,0,0,0,0,0,0,0,0,0,-52,0,-3,0,0,-2,0,0,0,0,100,0,0,0,0,-81,30,-21,-12,0,0,0,0,0,2,5,0,-26,-1,0,-49,0
2020-07-17,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,-30,-62,5,0,0,0,100,0,-2,-5,0,0,0,65,0,0
2020-07-20,0,0,5,0,0,0,1,0,0,0,-22,0,0,0,0,0,0,0,100,0,100,0,0,0,0,-77,0,-19,-7,0,0,0,-21,0,0,0,0,0,0,0,0,6
2020-07-21,100,0,-5,0,0,0,-1,100,0,-15,-24,0,0,0,0,0,-13,0,100,0,-100,0,0,0,0,0,0,0,100,0,1,0,0,100,100,0,0,0,38,-54,1,0
2020-07-22,0,0,0,0,0,0,0,0,0,0,-3,100,0,0,0,0,-85,0,0,0,0,0,0,0,0,-6,20,0,1,0,0,0,-79,0,-100,4,2,0,100,-11,-1,-6
2020-07-23,0,0,0,0,0,0,0,0,0,3,0,-68,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,-4,0,0,0,0,0,0
2020-07-24,100,0,0,0,5,0,0,100,0,5,0,-32,0,0,0,0,-35,0,-58,0,0,100,0,0,0,0,0,2,-100,0,-6,0,0,-100,0,0,0,0,-100,0,0,0
2020-07-27,-79,0,0,0,-5,0,0,0,100,51,0,0,5,0,0,0,-55,100,-100,0,2,0,0,0,0,0,-20,-2,-63,0,0,0,0,0,0,0,-1,0,-38,0,0,0
2020-07-28,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,-100,0,0,-2,0,0,0,0,0,4,2,100,0,0,0,0,0,0,0,0,9,0,0,0,0
2020-07-29,0,0,0,0,0,7,0,100,-57,-17,0,0,0,0,0,0,0,0,-45,0,0,100,0,100,0,100,-4,1,-84,0,-95,0,0,0,0,0,0,-8,0,0,0,0
2020-07-30,-100,0,0,0,0,0,4,100,0,-42,0,0,0,1,0,0,0,100,0,0,100,-100,0,100,0,0,0,1,100,0,0,5,0,0,4,0,0,-1,0,0,0,0
2020-07-31,-21,1,0,0,0,-7,64,-77,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,5,-100,0,0,-5,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,-1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,0,-100,0,-2,0,0,-54,0,0,0,0,0,-4,0,0,4,0,0,0,0
2020-08-04,100,0,0,0,0,0,-68,100,-20,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0
2020-08-05,-51,0,0,-51,0,1,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-4,0,65,0,0
2020-08-06,-49,100,0,0,0,100,0,-100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-54,0,-57,0,5,0,0,0,0,35,0,0,0,0,0,0,-40,0,0
2020-08-07,55,-72,0,100,0,-25,0,0,-100,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-46,0,-85,0,-14,1,0,0,0,-35,100,0,-100,0,100,0,-25,0,100
2020-08-10,-10,0,19,0,0,7,0,-27,-1,0,0,0,0,0,0,1,0,0,-61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0
2020-08-11,-45,-28,-17,0,100,0,0,0,44,0,0,0,0,0,0,1,0,0,-40,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,100
2020-08-12,0,0,-2,0,1,1,0,-91,-66,0,100,0,0,0,0,-2,0,0,0,0,0,0,-1,0,0,0,0,1,0,49,0,0,0,-4,0,0,0,-13,0,0,0,-100
2020-08-13,0,0,0,-30,100,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,3,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,-28,0,0,0,0
2020-08-14,0,0,0,0,-100,0,38,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,-59,0,0,0,-100
2020-08-17,0,0,0,-70,0,-84,-38,0,0,0,-48,0,0,-63,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,3,0,100,0,0
2020-08-18,0,0,0,0,0,0,0,-46,0,0,-52,0,29,0,-23,0,0,0,0,0,0,0,-3,0,0,0,0,0,2,100,0,0,0,0,0,0,0,-3,0,-4,0,0
2020-08-19,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,-79,0,0,100,0,0,0,0,0,0,0,0,0
2020-08-20,0,0,0,0,0,0,0,-100,0,0,-38,0,-29,0,100,2,0,-1,0,0,-19,0,0,0,0,0,0,83,1,-25,-1,0,-18,0,0,0,22,100,0,-44,0,0
2020-08-21,0,0,0,0,0,0,0,0,0,0,-13,0,0,0,0,2,0,0,39,0,100,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,-99,0,0,-33,0,78,0,0,0,0,-8,0,0,0,2,0,-60,0,0,0,0,0,0,2,0,0,0,0,-48,0,0,0,0,0,0,-52,0,0
2020-08-25,0,0,0,0,-2,0,0,0,12,0,0,0,0,0,0,0,0,6,-41,0,-8,0,0,0,0,0,0,1,0,0,0,0,-34,0,0,0,0,0,0,0,0,0
2020-08-26,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,-4,0,-6,0,0,0,100,0,0,0,0,0,-17,17,0,0,0,100,0,0,0,-22,-58,0,0,0,0
2020-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,30
2020-08-28,0,0,0,1,0,0,0,0,-19,-78,0,0,0,0,0,0,0,0,1,0,100,-33,0,0,0,0,-1,-48,-4,1,0,20,-3,1,0,0,0,-30,0,0,0,0
2020-08-31,0,0,0,-1,0,0,0,44,0,0,0,0,0,0,-71,0,0,0,-1,0,100,-67,1,0,100,0,0,-21,100,-1,0,0,0,100,0,100,0,0,0,0,0,0
2020-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,100,100,0,100,100,-34,100,0,0,-29,0,1,-20,-79,-59,0,0,0,0,0,0,0,-30
2020-09-02,0,0,0,0,0,0,52,-44,0,0,0,0,0,0,0,100,0,7,0,0,-100,0,1,0,-66,-100,0,0,0,0,-1,0,-17,0,0,-100,0,0,0,0,0,0
2020-09-03,0,0,0,0,0,100,-32,0,0,0,0,5,100,0,0,0,0,-7,1,-48,-100,0,-100,-54,0,0,25,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0
2020-09-04,100,0,0,93,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,-1,0,0,0,-2,-36,0,0,-24,0,4,0,0,0,100,0,0,0,0,0,0,0,0,0
2020-09-07,-54,0,0,0,0,0,-13,0,0,0,0,-5,0,0,-24,0,96,0,0,0,-97,6,0,-10,0,0,0,100,1,0,0,0,100,-20,0,0,0,-12,0,0,0,0
2020-09-08,0,0,0,0,0,-1,0,0,0,0,0,0,100,0,-11,0,0,0,0,-52,-7,2,0,0,0,0,0,1,0,0,0,0,-7,23,0,0,0,0,0,0,0,0
2020-09-09,0,0,0,-93,0,-81,-7,0,0,0,0,0,-75,100,-18,100,0,0,0,0,81,100,0,100,43,100,0,1,-58,0,100,0,0,100,0,0,0,0,0,0,0,100
2020-09-10,0,0,0,0,100,-18,0,0,83,0,1,0,0,0,0,2,-96,0,0,0,0,-99,0,-28,-43,0,0,-69,-32,0,0,0,0,0,0,0,0,0,0,0,0,-12
2020-09-11,100,0,0,0,-5,0,0,1,-83,0,-1,0,0,0,0,-55,0,0,0,0,0,0,1,0,0,-36,0,-33,0,85,0,0,-48,-95,0,0,0,0,0,0,0,-88
2020-09-14,96,0,0,0,-84,0,0,-1,0,0,0,0,0,-96,0,1,0,0,0,0,0,-5,0,0,0,-15,0,0,0,-10,-100,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,-18,100,0,0,-11,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,3,-1,-72,0,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,100,0
2020-09-16,70,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49,0,-1,0,-4,3,0,-90,-28,0,0,0,0,0,0,-18,0
