date,ASIANPAINT.NS,AXISBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NTPC.NS,ONGC.NS,RELIANCE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
2020-09-17,-91,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-47,0,0,0,0,100,-7,0,0,0,0,0,0,0,-71,0,0,0,0,1,1,0,0,0,87,0,0
2020-09-18,-17,-33,0,0,100,0,0,0,0,0,0,0,0,0,0,-69,1,0,0,0,100,0,0,0,0,0,1,0,1,0,3,0,-9,0,-1,-1,0,0,0,0,0,0
2020-09-21,-100,0,0,0,-100,0,0,0,0,0,100,0,0,0,0,-32,96,0,0,0,-100,0,0,0,0,0,0,0,100,0,-6,0,0,0,2,0,0,1,0,-37,-82,100
2020-09-22,0,0,0,0,1,0,0,0,0,0,0,0,-27,0,0,0,-28,0,0,0,1,0,0,0,0,0,2,0,100,0,0,2,100,0,100,0,0,-58,0,0,0,0
2020-09-23,0,0,0,0,0,0,0,100,0,0,-91,100,0,0,0,100,-69,0,0,0,100,0,1,0,0,100,-3,0,-53,0,0,0,0,0,100,0,84,0,0,-19,0,-86
2020-09-24,-40,1,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,100,27,0,-89,0,0,0,-100,100,100,0,-14,0,0,-31,11,-14
2020-09-25,0,-1,0,0,-1,0,0,-5,0,0,100,-100,0,0,0,100,0,100,41,0,-20,0,-1,0,0,-16,-27,100,0,0,0,0,-46,0,-67,0,0,0,0,0,0,1
2020-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-81,0,0,-34,100,0,0,0,0,0,-97,13,0,0,2,0,0,0,0,0,0,0,0,0,0
2020-09-29,0,0,0,29,0,6,0,0,0,0,0,0,0,0,0,-100,0,-2,100,0,-100,-14,0,0,0,0,0,1,-69,0,100,-4,100,100,100,0,-70,0,0,0,0,-1
2020-09-30,-46,0,0,0,0,1,0,-17,0,0,0,0,0,0,0,0,0,0,-100,0,1,-2,0,0,0,1,0,-4,2,0,-67,0,-24,-82,-100,0,0,0,0,58,0,0
2020-10-01,100,0,0,-29,0,-7,24,0,0,0,-100,0,0,0,0,0,0,8,0,0,-38,-49,0,0,0,0,0,0,-5,0,-33,0,-39,-1,-89,0,0,100,0,0,-11,0
2020-10-05,0,92,0,0,0,0,-24,-42,0,0,77,0,0,0,0,0,0,86,100,0,0,2,100,0,0,0,0,0,0,0,100,0,80,-100,100,0,0,2,0,-58,0,0
2020-10-06,-81,100,0,68,0,0,0,-31,0,0,-28,0,0,0,0,0,0,0,-68,0,0,-37,0,0,0,-100,0,0,0,0,0,0,0,100,-8,0,0,0,0,0,0,100
2020-10-07,-19,-57,0,-8,0,0,0,100,62,0,-58,0,0,0,0,0,0,-54,-73,0,1,1,0,2,100,0,0,0,0,0,-50,0,-41,0,-15,0,0,-96,0,0,0,100
2020-10-08,0,-100,0,-60,100,100,100,0,-62,0,0,0,0,0,0,100,0,-53,6,0,-1,84,84,0,-6,-81,0,0,100,0,-50,0,-6,-100,-100,0,0,100,0,0,0,1
2020-10-09,0,-35,0,0,-100,0,0,-100,0,28,0,0,0,0,0,-10,0,0,-6,0,0,0,-49,-2,-13,-4,0,0,3,0,0,0,0,-17,0,2,0,0,1,0,0,100
2020-10-12,0,0,0,0,0,0,-6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,-57,-1,0,0,0
2020-10-13,0,0,78,0,0,4,-87,0,0,0,-38,0,0,0,0,-7,0,-4,0,0,0,0,1,0,0,100,0,0,-3,0,0,0,-70,0,-97,0,0,-37,0,0,0,-100
2020-10-14,0,0,-48,0,0,0,-7,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,-47,100,0,-100,0,0,0,0,0,0,0,100,0,0,0,-12,0,0,0,100
2020-10-15,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,-85,-48,-100,0,0,0,0,1,0,0,7,0,0,-26,-2,0,0,0,0,0,100
2020-10-16,76,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,-10,0,0,0,0,3,0,-20,0,0,0,0,0,-1,0,0,0,0,-20,0,0,0,0,0,0,2,-100
2020-10-19,0,100,-30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,0,100,0,0,0,100,0,0,0,-7,0,-43,0,100,0,0,100,0,0,-95
2020-10-20,-76,0,0,83,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,-1,0,0,-81,100,0,-85,3,0,0,0,0,0,0,0,0,0,-49,0,0,-83
2020-10-21,100,-34,0,0,100,-4,0,0,0,-26,0,0,0,0,0,-12,0,0,0,0,0,0,0,-100,0,0,0,100,-3,0,0,0,0,0,0,0,0,0,0,0,72,-8
2020-10-22,61,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,-100,0,0,-19,0,0,-100
2020-10-23,100,0,0,-75,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,1,0,0,0,0,0,1,-15
2020-10-26,0,0,0,-3,0,0,0,-57,0,-17,0,0,0,0,0,100,0,0,0,100,4,0,0,0,0,5,10,-100,0,0,0,0,0,-37,-1,0,0,0,-32,0,0,0
2020-10-27,-67,-41,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,-52,0,0,1,0,0,-5,0,-15,-1,100,0,0,0,0,0,0,0,0,0,0,-75,100
2020-10-28,32,0,0,0,-72,0,-6,0,0,0,-1,0,0,0,0,3,0,0,0,0,-4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40
2020-10-29,0,0,0,-10,100,100,0,0,0,0,0,0,100,0,0,0,7,0,0,-48,0,0,0,100,1,0,-10,0,0,-100,0,0,0,0,0,0,0,0,0,0,100,-60
2020-10-30,0,0,0,0,100,0,0,0,0,11,0,0,-96,0,0,1,-7,0,0,0,0,0,0,-62,0,-100,0,0,1,0,0,0,0,0,0,0,0,100,100,0,-100,0
2020-11-02,60,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,-39,0,0,0,0,0,0,1,-26,0,0,0,0,-1,0,0,0,0,0,0,0,0,-100,0,0,0,0
2020-11-03,0,0,0,0,51,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,0,5,0,0,-100,0,0,0,0,-11,0,0,0,0,0,-33,0,0,0,0,100,1,-1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,-100,48,0,0
2020-11-05,16,-5,0,-2,0,-35,0,0,0,0,0,0,0,0,0,-66,0,0,0,0,-33,-1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2020-11-06,-75,0,0,0,-6,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67,0,0,0,0,0,0,-2,100,0,1,0,0,1,0,-3,38,100,0,0,0,0
2020-11-09,-100,0,0,0,-44,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,-12,0,-1,0,0,0,0,0,-38,-23,100,-4,100,0
2020-11-10,-60,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,2,0,0,100,0,0,-100,-88,0,100,0,100,100,0,100,72,1,-57,-44,-6,0
2020-11-11,0,0,37,0,-29,0,0,0,0,-19,0,0,0,0,0,0,0,100,0,0,0,-60,100,0,-2,0,0,2,0,0,-95,0,-83,-84,0,-100,0,5,-26,0,-94,0
2020-11-12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-42,-83,0,0,0,0,0,5,0,0,0,-1,-17,0,0,0,-46,0,0,0,0
2020-11-13,-16,0,5,0,0,0,0,100,0,0,0,0,0,0,0,-72,2,-12,0,0,0,0,-17,0,0,0,0,-2,100,0,1,0,0,0,0,0,-72,0,100,0,0,0
2020-11-17,-87,0,0,24,0,0,0,0,0,0,0,0,0,0,0,-28,-2,-37,5,0,0,0,0,0,100,0,0,0,4,0,-6,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,0,0,-42,-24,0,0,0,0,0,44,1,100,1,100,0,0,0,100,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,100,-100,0,0,0
2020-11-19,100,0,0,0,0,0,0,-36,0,-44,-1,-100,0,-100,0,3,0,0,-5,0,0,0,0,0,-53,0,0,0,-6,36,0,0,-17,0,0,0,100,0,-17,0,0,0
2020-11-20,-100,0,63,0,0,0,0,0,0,0,0,0,0,4,0,-3,0,-100,0,0,0,0,0,0,-13,1,0,-2,-49,-36,0,0,0,0,0,0,-74,0,0,0,0,0
2020-11-23,100,0,-63,0,0,0,0,-64,0,0,0,0,-1,-4,0,100,0,16,100,0,100,0,100,0,-35,-1,0,3,-1,0,0,10,0,0,0,0,0,-16,0,0,100,0
2020-11-24,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,0,0,0,0,-100,0,0,0,-100,0,0,-3,2,0,0,0,1,0,0,0,0,-100,0,0,0,0
2020-11-25,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,22,-98,0,0,100,0,100,-91,0,0,0,2,0,0,0,-1,0,0,0,-26,-21,100,0,0,0
2020-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,-92,-2,0,100,0,-38,-10,0,0,0,0,-58,0,0,0,0,0,1,0,0,0,57,0,0,0
2020-11-27,-22,0,0,0,0,100,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,-22,0,0,-6,0,0,16,0,0,0,0,0,0,100,0,0,0,-75,0,0,0
2020-12-01,-100,0,0,61,0,6,0,0,0,0,-42,0,0,0,0,0,0,0,0,0,4,-42,-37,100,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,-82,0,-64,0
2020-12-02,-47,0,0,0,0,100,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-36,0,0,0,0,2,0,0,0,0,0,100,0,0,0,0,0,-36,100
2020-12-03,0,0,0,0,0,0,-28,0,0,0,58,0,0,0,0,0,0,0,0,0,0,-36,-23,0,0,0,0,0,100,0,0,0,0,0,-28,0,0,0,0,0,0,-100
2020-12-04,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-31,0,0,-7,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,100,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,1,0,0,0,0,0,0,-27,0,0,-10,0,54,-100,0,0,0,0,0,0,0
2020-12-08,22,0,0,0,0,-8,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,-5,-1,0,0,0,0,0,0,1,0,0,0,0,-54,0,0,0,0,0,0,0,0
2020-12-09,0,0,0,-45,0,0,0,100,0,0,-27,0,0,0,57,0,0,0,0,0,-8,14,0,-41,100,0,0,0,2,0,0,0,0,0,-73,0,0,0,0,0,0,0
2020-12-10,-100,0,0,-16,0,0,0,0,0,66,0,0,100,0,-57,0,0,0,0,0,100,-14,0,-22,0,100,0,2,-3,0,2,0,100,0,0,0,0,0,0,0,0,0
2020-12-11,0,0,0,-1,0,0,0,-39,0,0,79,0,-42,0,0,0,0,9,0,0,-8,0,0,0,0,-100,0,-2,0,0,-2,0,-100,0,0,0,0,0,0,0,0,0
2020-12-14,0,0,0,0,0,-100,100,-23,0,-66,-100,0,0,0,76,0,0,1,0,0,100,1,0,0,-40,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2020-12-15,-22,0,0,0,0,10,-27,-38,0,0,-9,0,-47,0,-76,1,0,0,0,0,-35,0,0,-84,-22,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,0,43,0,0,0,0,0,0,0,0,0,0,-11,0,0,-1,0,0,0,0,0,-1,0,0,-38,0,0,0,100,0,0,0,-26,0,2,0,0,0,0,0,0,100
2020-12-17,0,-43,55,0,0,-78,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-67,0,-100,0,100,0,0,0,1,0,0,6,0,0,0,100
2020-12-18,0,1,-55,0,0,0,0,0,0,0,0,0,0,0,100,0,0,-10,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,49,1,-28
2020-12-21,59,-1,0,0,51,-27,-73,0,0,0,0,5,0,100,-87,0,0,77,58,95,-99,100,0,0,0,50,-20,100,42,0,-12,0,0,0,-3,0,85,-6,0,-49,77,100
2020-12-22,100,0,0,0,-51,-3,0,100,6,0,0,0,0,0,-13,0,0,0,-58,-95,0,-15,0,0,0,-33,0,4,0,0,-88,0,0,1,0,0,0,0,0,0,0,-100
2020-12-23,-77,0,48,1,0,0,0,-100,0,0,0,100,0,0,0,0,0,-35,0,0,2,0,0,0,0,-17,0,-100,0,0,0,0,0,-1,0,0,-85,2,0,0,0,100
2020-12-24,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,-42,0,44,-45,-50,0,0,0,0,0,-4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-12-28,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,2,-33
2020-12-29,0,0,-48,0,100,100,0,0,0,93,0,0,0,-19,0,0,-34,0,0,0,0,-35,0,0,0,100,0,-100,-42,0,0,0,-100,0,10,0,0,-2,0,0,-41,0
2020-12-30,0,0,0,0,0,0,0,0,-1,0,0,-47,0,-78,0,14,0,0,0,-5,1,0,0,0,0,-39,0,0,0,0,0,8,0,0,0,0,0,0,0,2,-39,0
2020-12-31,0,0,0,0,-48,1,0,0,0,-93,100,-58,0,-3,0,0,-34,0,0,0,100,100,0,0,0,26,0,0,1,0,0,14,0,100,-11,0,0,0,0,-2,0,-100
2021-01-01,0,0,33,0,-52,100,0,0,100,0,-36,0,0,0,0,-14,0,100,0,-40,0,0,0,0,0,-87,0,100,100,0,0,-22,0,-49,0,0,0,0,3,0,0,-2
2021-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0,1,0,0,0,0,-39,0,0,0,0,0,0,0,94
2021-01-05,0,100,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,-2,0,0,0,0,0,1,0,0,0,0,0,-12,0,0,0,0,-3,0,0,-50
2021-01-06,0,0,-23,0,0,0,0,0,0,0,28,0,100,0,0,1,0,0,0,0,-100,100,0,0,0,0,0,100,100,0,0,0,3,0,0,0,0,0,0,0,0,0
2021-01-07,0,-4,-12,0,0,100,0,0,-100,0,100,0,-100,100,0,0,0,0,0,0,-1,0,0,59,0,0,0,-100,-41,0,0,0,-3,0,1,0,0,0,0,0,0,100
2021-01-08,0,-96,0,0,0,-72,0,0,0,44,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,2,1,0,-76,-22,0,0,0,0,0,2,0,0,0,0,0,100,-100
2021-01-11,0,0,0,0,0,-100,0,0,0,-44,0,0,0,0,0,0,0,0,100,0,0,1,100,0,-2,100,0,-25,0,0,1,0,0,0,0,0,36,0,0,0,0,-100
2021-01-12,0,0,0,0,0,-23,46,0,0,0,0,0,0,0,0,0,0,0,-78,0,0,0,0,-24,0,0,0,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,-81
2021-01-13,0,0,0,0,100,100,-21,100,0,0,0,0,0,0,0,-1,0,0,1,18,0,0,-100,0,0,0,0,1,-100,0,-1,0,0,0,0,0,-36,0,0,0,-31,100
2021-01-14,0,0,0,0,0,-36,100,0,0,0,-100,0,1,0,0,1,0,0,-23,-3,0,0,100,-35,0,0,0,-2,-39,0,100,0,0,0,0,0,0,0,18,0,-28,-100
2021-01-15,0,0,0,0,0,-54,0,-66,0,0,31,0,0,0,0,-1,0,0,1,-15,100,-19,-68,0,0,-30,0,9,0,0,0,0,0,100,0,0,0,0,-6,0,0,0
2021-01-18,0,0,0,0,-97,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,2,0,0,0,0,0,89,0,0,0,0,-12,0,0,100
2021-01-19,0,0,0,0,0,0,0,0,0,0,-100,0,-1,0,0,0,0,9,0,0,-91,-73,-25,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,60,-41,0
2021-01-20,0,0,0,0,0,1,0,-34,0,0,-23,100,0,0,0,100,2,2,-1,0,0,0,0,0,0,-65,0,-12,0,0,-100,0,0,0,0,0,0,0,0,0,0,100
2021-01-21,0,67,0,0,-3,-48,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,1,-7,0,100,-3,0,0,0,100,1,0,0,0,0,0,0,0,0,-60,0,-23
2021-01-22,0,-67,17,0,0,0,1,0,0,0,0,-64,0,0,0,0,0,-11,0,0,0,14,0,0,0,-3,0,0,1,-67,-1,0,100,-17,0,0,0,0,0,0,0,100
2021-01-25,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,5,-2,100,0,0,0,0,100,0,-63,0,0,100,1,-28,0,0,-100,0,0,0,0,0,0,0,0,-39
2021-01-27,0,0,0,0,0,-24,-100,0,0,0,0,-36,0,0,0,-5,0,-58,0,0,0,2,0,3,-37,0,70,0,-81,-5,0,0,0,-100,0,0,0,1,0,0,0,0
2021-01-28,0,0,-17,0,0,3,-26,0,0,0,1,0,0,0,0,0,0,-42,0,0,1,-5,-63,0,0,0,0,-100,-21,0,0,13,0,0,0,0,0,-1,0,0,0,-5
2021-01-29,100,0,0,0,0,0,0,100,0,0,90,0,0,0,0,0,0,0,0,71,11,-50,100,2,0,0,-70,0,0,0,0,-13,0,-35,0,0,0,0,62,0,0,100
2021-02-01,50,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62,0,0,0
2021-02-02,76,0,0,0,0,-3,0,-65,0,0,-11,0,0,0,0,0,0,0,0,-54,0,6,0,0,0,0,0,0,0,0,0,0,0,-37,0,0,0,0,0,0,0,-30
2021-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-6,-49,-5,0,0,0,1,0,0,0,0,0,35,0,0,0,0,0,0,0,0
2021-02-04,0,0,0,0,100,0,0,0,0,0,7,0,0,0,0,0,0,0,0,-17,7,0,0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,-92
2021-02-05,0,100,0,0,0,0,0,0,0,0,-100,0,0,0,40,0,0,0,0,100,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
2021-02-08,0,100,14,0,-100,0,0,0,0,0,-28,0,0,0,-40,1,0,0,0,-100,100,0,-27,0,0,0,0,-1,0,100,0,0,0,0,0,4,0,0,0,0,0,0
2021-02-09,-41,3,-14,0,0,100,0,100,22,0,0,0,0,0,0,-1,0,0,0,100,0,0,71,0,0,0,0,1,48,-100,0,0,100,0,0,70,0,0,0,0,0,-100
2021-02-10,-53,0,0,0,0,0,0,0,-22,0,1,0,0,0,0,0,0,0,100,-11,0,100,0,0,0,100,2,-1,-48,0,0,0,0,2,0,0,0,0,0,0,0,0
2021-02-11,-91,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,1,1,-38,0,0,-47,45,0,0,0,0,0,-74,-2,0,-59,0,0,0,0,0,100
2021-02-12,0,0,0,36,0,-59,0,0,0,0,0,0,0,0,0,0,0,0,-61,-77,-100,0,0,1,0,-53,0,0,1,0,100,0,0,0,1,0,0,0,0,0,0,0
2021-02-15,-41,-9,0,-36,0,100,0,-46,0,1,-1,100,100,0,0,0,0,100,0,2,-97,-21,0,100,0,0,-27,100,100,0,100,0,-26,0,-1,0,0,0,0,0,0,0
2021-02-16,0,100,0,0,0,-10,0,-46,0,0,0,-57,100,0,0,0,0,-37,-39,-2,0,0,1,100,0,0,-20,0,-100,0,-46,0,0,0,0,-15,0,6,0,0,0,-15
2021-02-17,0,-100,0,0,0,-23,0,0,0,80,1,-19,-29,0,0,0,0,0,0,0,0,-80,0,-100,0,0,0,-100,-1,0,1,0,0,0,0,0,0,-6,0,0,0,0
2021-02-18,100,0,0,0,0,0,0,0,0,-75,-1,-24,-100,0,0,0,100,-43,0,0,0,51,0,0,0,0,-1,72,0,0,-22,0,100,0,0,0,0,0,0,0,0,-62
2021-02-19,0,0,36,0,0,-100,0,0,0,0,0,0,-71,0,0,0,0,0,0,0,0,-51,-95,-100,0,0,0,-5,1,0,-49,0,0,0,0,0,0,0,0,0,0,0
2021-02-22,16,0,0,0,0,-11,0,-8,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33
2021-02-23,0,4,0,0,0,1,0,0,0,-6,0,0,0,0,0,0,-20,0,0,0,100,0,0,0,0,-1,0,-18,0,0,0,0,100,0,0,0,0,0,0,0,0,-1
2021-02-24,0,0,-36,0,0,-1,0,100,0,0,0,0,100,0,0,0,0,0,0,0,-75,0,0,0,0,0,0,0,-1,100,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,100,2,100,0,0,0,0,-28,0,-60,-15,0,-100,0,0,0,0,0,3,35,0,0
2021-02-26,-67,-33,0,0,100,0,41,0,0,0,0,0,-61,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-21,6,0,0,0,-100,0,0,0,0,100,0,-5,0,100
2021-03-01,-49,-41,0,0,-100,0,-41,0,41,0,0,0,-39,100,0,0,100,0,0,0,-100,100,-9,0,0,100,0,5,-6,-40,0,0,100,0,0,0,0,0,-3,-30,0,-23
2021-03-02,0,0,0,0,0,0,0,0,0,28,0,1,0,-100,0,0,0,100,0,0,-18,0,0,0,0,0,0,-5,0,0,-69,0,0,0,2,0,0,0,0,0,0,0
2021-03-03,0,0,0,0,0,0,100,0,-41,-28,0,-1,100,0,0,0,0,1,0,0,1,-5,-91,0,0,0,0,0,0,0,0,0,-100,0,-2,0,0,-67,0,0,0,0
2021-03-04,0,0,0,0,0,0,43,0,0,0,0,2,-100,0,0,0,0,-100,0,0,0,0,0,0,0,-83,0,0,1,0,0,0,100,0,0,0,0,-33,0,0,0,100
2021-03-05,0,0,24,0,0,17,-100,0,0,0,0,-2,0,0,0,1,-47,0,0,0,100,0,0,100,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-5
2021-03-08,0,0,-24,0,0,0,0,0,0,0,0,100,0,0,0,100,0,-1,0,0,-100,100,0,-100,1,0,0,0,4,0,0,0,0,0,0,0,85,0,0,0,0,-15
2021-03-09,0,-27,0,0,0,0,-43,0,0,0,0,0,100,0,0,-30,0,0,100,0,-8,0,0,49,-1,-17,0,0,100,0,100,0,100,0,0,0,-85,0,0,0,0,100
2021-03-10,100,0,0,0,0,-5,0,0,0,0,0,-26,0,0,0,100,-98,0,0,0,0,-100,0,-49,72,0,0,2,0,0,100,0,-42,0,0,0,0,0,0,0,0,-62
2021-03-12,-76,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,6,0,0,0,0,0,0,0,0,0,0
2021-03-15,-24,0,0,93,0,-12,0,0,0,0,0,-74,-36,0,0,0,-8,0,0,0,0,0,0,0,-72,0,0,2,0,0,0,-6,0,0,-2,0,0,0,0,0,0,-42
2021-03-16,0,-18,0,18,8,0,0,0,0,0,0,0,-1,0,0,-100,-27,0,0,0,0,0,100,0,0,0,0,1,-14,0,1,0,0,0,0,0,0,0,0,0,0,-83
2021-03-17,0,2,0,0,0,0,33,0,0,0,0,0,-62,0,0,0,0,0,0,0,0,-45,-30,0,0,0,0,-6,-18,0,0,0,0,0,0,0,0,0,0,0,0,-70
2021-03-18,0,100,4,-31,-8,0,0,0,0,0,0,0,0,0,0,-71,0,0,-62,0,0,-7,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,4,0,0,100,0
2021-03-19,0,-100,-4,0,0,0,-33,0,0,0,0,0,0,0,0,0,0,0,22,0,0,-22,0,0,0,100,0,0,0,0,-51,0,-12,0,0,0,0,0,100,0,0,0
2021-03-22,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,100,0,0,0,-100,0,4,0,0,-43,0,-50,0,0,0,0,94,0,0,0,0
2021-03-23,0,100,0,-80,0,0,93,1,0,0,0,0,-1,0,0,0,0,0,0,0,3,-100,0,0,100,-77,0,-6,-36,0,0,0,0,0,0,0,0,-47,-9,0,0,100
2021-03-24,0,-34,0,0,0,100,-33,-1,0,63,0,0,0,0,0,0,0,0,-1,0,0,0,-5,0,-92,-23,0,0,8,0,-19,0,100,0,0,0,0,0,-70,0,-32,100
2021-03-25,0,7,0,0,0,0,-60,0,0,-63,0,0,0,0,0,0,0,0,0,0,-3,-21,0,0,-8,0,91,0,100,0,-85,0,-100,0,100,0,0,0,0,0,-68,-100
2021-03-26,0,-97,0,0,0,0,0,0,0,0,0,100,55,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-3,0,-96,0,0,0,0,-51,0,0,0,-100
2021-03-30,0,-7,0,0,0,0,0,0,0,0,0,0,-55,0,0,-31,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-31,0,0,0,3,0,0,0,0,0,0,0,-35,0,0,0,-59,0,0,2,0,0,0,0,0,0,0,-57,-2,-94,0,0,15,0,0,0,0,0,0,-21,0,0,100
2021-04-01,0,2,0,-3,0,0,0,0,0,0,0,0,0,0,100,0,0,0,-1,0,0,0,-65,0,100,0,-33,0,100,91,0,-17,100,100,100,0,0,0,0,0,0,-15
2021-04-05,100,0,0,0,0,-33,0,0,0,0,10,-65,0,0,0,0,0,0,0,0,0,0,0,100,-68,1,0,5,-5,-89,0,0,-57,-100,100,0,0,0,0,0,0,-12
2021-04-06,0,-100,0,0,0,1,0,0,0,0,-10,0,0,0,-7,-10,0,0,99,0,100,0,100,-49,0,-1,0,-5,1,-2,0,0,0,0,-23,0,0,0,0,0,100,-10
2021-04-07,0,7,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,0,0,100,0,0,0,0,0,0,0,0,0,-43,0,-31,0,0,0,0,12,0,-1
2021-04-08,100,-80,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,0,0,8,0,-15,0,0,-21,-32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-12,-9,-62
2021-04-09,-100,0,0,0,0,0,100,0,0,0,0,0,0,0,-87,-1,1,0,0,0,1,0,0,-30,0,100,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,100
